pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,log_growth_ratio
P00000,TORUS_T2_3,gaussian,-1.5,0.05,1,1,False,0.00016778825162358618,-0.06386911603623012,0.06386911603623012,98.37595534617097,-0.004253691495838123,nan,nan,nan,1.3207793553866565,0.048357142906380844,nan
P00001,TORUS_T2_3,gaussian,-1.5,0.05,1,2,False,0.012458477879283645,-0.9909078326396753,0.9909078326396753,6.34083726075899,-0.47993521572217496,nan,nan,nan,1.3207793553866565,0.7502447919089319,nan
P00002,TORUS_T2_3,gaussian,-1.5,0.05,2,1,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00003,TORUS_T2_3,gaussian,-1.5,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00004,TORUS_T2_3,gaussian,-1.0,0.05,1,1,False,0.0,-1.0236033654518202,1.0236033654518202,6.13830075129362,-0.08877791950332513,nan,nan,nan,1.3207793553866565,0.7749995192438192,nan
P00005,TORUS_T2_3,gaussian,-1.0,0.05,1,2,True,0.028829028645273876,-1.4724236961601516,1.4724236961601516,4.267240009492608,-1.0183395409597291,251.4951032598988,252.40677300921595,0.40122525972913864,1.3207793553866565,1.1148142876060487,0.295589697066188
P00006,TORUS_T2_3,gaussian,-1.0,0.05,2,1,False,-6.9033580387693e-16,-2.2939532108478193,2.2939532108478193,2.7390206903380525,nan,nan,nan,nan,1.3207793553866565,1.736817888235592,nan
P00007,TORUS_T2_3,gaussian,-1.0,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00008,TORUS_T2_3,gaussian,-0.5,0.05,1,1,False,0.006865959796572387,-1.5271983305258172,1.5271983305258172,4.114190790803362,-0.4170937119536503,614.0284561177107,544.8735012474535,-2.79510502716732,1.3207793553866565,1.156285737127328,nan
P00009,TORUS_T2_3,gaussian,-0.5,0.05,1,2,True,0.014959391277196343,-1.5115718505499034,1.5115718505499034,4.1567228874325695,-0.49062293604694257,522.0045562297169,525.9195904014397,1.0481206103401162,1.3207793553866565,1.144454480140926,0.013314112312139647
P00010,TORUS_T2_3,gaussian,-0.5,0.05,2,1,True,4.968815060435495e-16,-2.3561539067789603,2.3561539067789603,2.6667125984860527,0.05466570527174481,4684.974002149751,2886.5296070745153,-2.326677377015448,1.3207793553866565,1.7839118223415895,0.0
P00011,TORUS_T2_3,gaussian,-0.5,0.05,2,2,True,0.021314922995291027,-2.87593916646027,2.87593916646027,2.1847420767640866,-0.388349780113975,659.4761246733325,661.8667256252734,-2.2259544579022976,1.3207793553866565,2.1774561774690535,0.5559513898089734
P00012,TORUS_T2_3,gaussian,0.5,0.05,1,1,False,0.00025596465905603036,-0.06464141855881994,0.06464141855881994,97.20060987619343,-0.007864169268279892,nan,nan,nan,1.3207793553866565,0.04894187533685083,nan
