pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,log_growth_ratio
P00000,TORUS_T2_5,gaussian,-1.0,0.05,1,1,False,0.0,-1.0236263728781445,1.0236263728781445,6.138162784447481,-0.09010598511384792,3262.8730965840373,4222.973505253891,0.6483472220200477,1.3207793553866565,0.7750169388273632,nan
P00001,TORUS_T2_5,gaussian,-1.0,0.05,1,2,True,0.016661960927772293,-1.265008581607277,1.265008581607277,4.966911211935325,-0.5600736465380423,524.9388120410451,486.15895730151294,1.2312476144103808,1.3207793553866565,0.9577743447064611,-0.12788545340425217
P00002,TORUS_T2_5,gaussian,-1.0,0.05,1,3,True,0.03639695631361905,-1.3887675174537015,1.3887675174537015,4.524288787154077,-0.8779821926480077,334.8637331498198,336.0776141824879,-1.7715222286595877,1.3207793553866565,1.051475791009121,0.003735456496634325
P00003,TORUS_T2_5,gaussian,-0.5,0.05,1,1,True,0.006730675926605582,-1.5510875877578145,1.5510875877578145,4.050825599257285,-0.5259050206697752,559.0446622752182,582.7341798391305,0.09350426829004045,1.3207793553866565,1.1743729801892122,0.27481766412941405
P00004,TORUS_T2_5,gaussian,-0.5,0.05,1,2,True,0.014127325979715614,-1.5132461479415917,1.5132461479415917,4.152123774262602,-0.4910672847586175,598.7049102928797,605.5151786474613,-1.168821536647705,1.3207793553866565,1.145722138803866,0.012212339517072728
P00005,TORUS_T2_5,gaussian,-0.5,0.05,1,3,True,0.018538913449333626,-1.5028218487952154,1.5028218487952154,4.180924912834279,-0.4878613155182067,602.6392856274829,602.488625806076,-2.869906978296591,1.3207793553866565,1.1378296023980978,0.0004938118851374945
P00006,TORUS_T2_5,gaussian,0.5,0.05,1,1,False,0.0002462100697658553,-0.06464210367872592,0.06464210367872592,97.19957967963562,-0.008046398752209423,nan,nan,nan,1.3207793553866565,0.04894239406081724,nan
P00007,TORUS_T2_5,gaussian,0.5,0.05,1,2,True,0.0009431451671552368,-0.06785043839089318,0.06785043839089318,92.60345925816317,0.005820205526107912,50514.43516046808,44825.24690052036,-0.3175718842357313,1.3207793553866565,0.051371516456683294,0.0040069596979545605
P00008,TORUS_T2_5,gaussian,0.5,0.05,1,3,True,0.00178973042692716,-0.0736478783712247,0.0736478783712247,85.31386709483974,0.010314529169401213,28503.90840343553,39210.688997476005,1.9674578870959534,1.3207793553866565,0.055760924844001955,-0.005654264332703207
P00009,TORUS_T2_5,gaussian,1.0,0.05,1,1,False,0.00030593183396682594,-0.06463334652287087,0.06463334652287087,97.21274922622561,-0.005689412729048716,nan,nan,nan,1.3207793553866565,0.04893576376649947,nan
P00010,TORUS_T2_5,gaussian,1.0,0.05,1,2,True,0.00102719912731554,-0.06994230945582569,0.06994230945582569,89.83382670753721,0.0016208271366237527,181391.57966073972,167288.38434211724,-1.5289035167246383,1.3207793553866565,0.052955332145807325,-0.026539108086808264
P00011,TORUS_T2_5,gaussian,1.0,0.05,1,3,True,0.0018574180336117347,-0.08280695941617869,0.08280695941617869,75.87750294756007,0.007253614724400571,40532.12168550519,54029.31820677842,-2.7510178172831297,1.3207793553866565,0.06269552827159162,0.005694330459276425
P00012,TORUS_T2_5,smooth_rankine,-1.0,0.05,1,1,True,0.00947533507437375,-1.3755863506367831,1.3755863506367831,4.567641503763824,-1.0797848222257183,272.28054017573277,335.51769563154676,-2.164108544667233,1.299188297090765,1.0588044502225689,-0.008830987382129929
P00013,TORUS_T2_5,smooth_rankine,-1.0,0.05,1,2,True,0.02013498308752543,-1.2718183103486644,1.2718183103486644,4.940316754408948,-0.9388714567383637,313.1465895134851,229.34073349493863,-1.7380248652920358,1.299188297090765,0.9789330100930023,0.0009055573663874324
P00014,TORUS_T2_5,smooth_rankine,-1.0,0.05,1,3,True,0.029439066546890533,-1.2519297381728323,1.2519297381728323,5.0188002693743625,-0.9134103857826201,321.875467200069,325.53680063946985,-1.9319214148376729,1.299188297090765,0.9636245500180708,0.006543184458310726
P00015,TORUS_T2_5,smooth_rankine,-0.5,0.05,1,1,True,0.004591739905594089,-1.3855799879064392,1.3855799879064392,4.534696922602967,-0.46526108637684277,631.9127115458875,347.70996952812465,0.5821374210214689,1.299188297090765,1.0664966664255893,0.12396913416365353
P00016,TORUS_T2_5,smooth_rankine,-0.5,0.05,1,2,True,0.0068695137109036275,-1.3688111764509194,1.3688111764509194,4.59024985715762,-0.5188094481724215,566.6905175008812,599.4877312012447,-0.9769369072855801,1.299188297090765,1.0535895216390563,0.011393619617193158
P00017,TORUS_T2_5,smooth_rankine,-0.5,0.05,1,3,True,0.006979516515377282,-1.3470412797397708,1.3470412797397708,4.664434120677733,-0.49765769357941175,590.776347803536,599.7856871075401,0.26683296293232234,1.299188297090765,1.0368329846844846,-0.03225896456630231
P00018,TORUS_T2_5,smooth_rankine,0.5,0.05,1,1,False,0.00027584997873062676,-0.057836493204804024,0.057836493204804024,108.63703794990273,-0.004677541272606897,nan,nan,nan,1.299188297090765,0.0445174062407394,nan
P00019,TORUS_T2_5,smooth_rankine,0.5,0.05,1,2,True,0.0009679496052534014,-0.06594013181901348,0.06594013181901348,95.28621089847236,-0.003594659497147486,81789.21950812894,116631.42701859186,-1.8181024042585447,1.299188297090765,0.05075486899525751,-0.0340265031317658
P00020,TORUS_T2_5,smooth_rankine,0.5,0.05,1,3,True,0.0017820657219411015,-0.07413087916095047,0.07413087916095047,84.75800338935339,0.006764722472859005,43461.412622433825,57765.65005179236,2.6052105838298636,1.299188297090765,0.05705938032766275,-0.03589554270673685
P00021,TORUS_T2_5,smooth_rankine,1.0,0.05,1,1,False,0.0004000509485952827,-0.058219753538756906,0.058219753538756906,107.92188089557727,-0.008808740709491265,33376.43874026074,36213.4360331829,1.1784595658210562,1.299188297090765,0.044812406076260636,nan
P00022,TORUS_T2_5,smooth_rankine,1.0,0.05,1,2,True,0.0011424296014216264,-0.06597844483280732,0.06597844483280732,95.23087916214897,0.00823498864195456,35701.857944444564,23933.63301950703,-2.690569976287322,1.299188297090765,0.05078435895747441,0.016640967103964108
P00023,TORUS_T2_5,smooth_rankine,1.0,0.05,1,3,True,0.001883236720253951,-0.07421594173819514,0.07421594173819514,84.66085803161012,0.0022095125624229843,133063.01112258286,147982.70124470248,0.705667732353502,1.299188297090765,0.05712485396026485,-0.01587010987040026
P00024,TORUS_T2_7,gaussian,-1.0,0.05,1,1,False,2.870884641743779e-17,-0.07271283759529776,0.07271283759529776,86.41094908371326,-0.0875493063948371,nan,nan,nan,1.3207793553866565,0.05505297860596191,nan
P00025,TORUS_T2_7,gaussian,-1.0,0.05,1,2,False,0.014173740339142326,-1.5211578714842797,1.5211578714842797,4.130528083221716,-0.44289603153285834,773.5330476647489,1025.1246714177084,2.237309262250037,1.3207793553866565,1.1517123320260882,nan
P00026,TORUS_T2_7,gaussian,-1.0,0.05,1,3,True,0.03423254979917422,-1.3936545229899269,1.3936545229899269,4.508423862249396,-0.8778920888996244,390.2469579144435,391.66160313688334,0.8097964063618406,1.3207793553866565,1.0551758833192364,0.003339587000816314
P00027,TORUS_T2_7,gaussian,-0.5,0.05,1,1,True,0.006987803736433644,-1.5270818477332797,1.5270818477332797,4.114504613165311,-0.42267152813944264,810.5460014737732,458.56640033378716,2.7196890814374504,1.3207793553866565,1.1561975446581905,0.3271480581233873
P00028,TORUS_T2_7,gaussian,-0.5,0.05,1,2,True,0.013470408337670112,-1.5144883553244517,1.5144883553244517,4.148718136451784,-0.49136526086054455,697.23023656625,702.459463340497,1.7223916228929559,1.3207793553866565,1.1466626497058527,0.010534156785079478
P00029,TORUS_T2_7,gaussian,-0.5,0.05,1,3,True,0.01755000175477613,-1.505528751573606,1.505528751573606,4.173407715138144,-0.48876535272781263,700.9390398853034,703.4799439048875,0.1835084321671788,1.3207793553866565,1.1398790762692261,0.004349507999319714
P00030,TORUS_T2_7,gaussian,0.5,0.05,1,1,False,0.00026457290461158955,-0.06464078342019157,0.06464078342019157,97.20156493674138,-0.007691202613634059,nan,nan,nan,1.3207793553866565,0.04894139445514581,nan
P00031,TORUS_T2_7,gaussian,0.5,0.05,1,2,True,0.0008549114222311958,-0.06785602739909426,0.06785602739909426,92.59583191077664,0.00028750655996548987,1191606.6092939137,1071254.3417552286,-1.9020937894799979,1.3207793553866565,0.051375748055381656,0.01906470894086291
P00032,TORUS_T2_7,gaussian,0.5,0.05,1,3,True,0.0015868567458686663,-0.07365847429075721,0.07365847429075721,85.30159452363257,0.0033714481830175113,101616.48599433783,114191.52613613712,-0.9527681607746438,1.3207793553866565,0.05576894731913325,0.01817180582221624
P00033,TORUS_T2_7,gaussian,1.0,0.05,1,1,False,0.0003148458055205683,-0.0662773695687131,0.0662773695687131,94.80136806976763,-0.026784319139509648,nan,nan,nan,1.3207793553866565,0.05018050085232478,nan
P00034,TORUS_T2_7,gaussian,1.0,0.05,1,2,True,0.0009518160245419161,-0.06784855267546318,0.06784855267546318,92.60603298693273,0.0051765393699391956,66182.19095554929,60780.069618802576,3.030140913957711,1.3207793553866565,0.05137008872734886,-0.001817047724934574
P00035,TORUS_T2_7,gaussian,1.0,0.05,1,3,True,0.0016256863386294104,-0.07365118659246643,0.07365118659246643,85.31003501608588,0.011049793694652097,31004.625655232314,37244.30656834782,2.1774305619210144,1.3207793553866565,0.0557634295933594,-0.012782976417478772
P00036,TORUS_T2_7,smooth_rankine,-1.0,0.05,1,1,True,0.010710983463554292,-1.3693820446853242,1.3693820446853242,4.588336272967143,-1.0754527248249246,318.5586024955271,312.3068899215524,-1.8694392720417572,1.299188297090765,1.0540289254080737,0.10598622654936898
P00037,TORUS_T2_7,smooth_rankine,-1.0,0.05,1,2,True,0.01867975637438175,-1.2741616917983516,1.2741616917983516,4.931230743808896,-1.002046860117613,341.8949060226818,230.52264038579324,2.8693779733844638,1.299188297090765,0.9807367374317835,-0.01727007053317727
P00038,TORUS_T2_7,smooth_rankine,-1.0,0.05,1,3,True,0.027388642099148448,-1.2571282005303257,1.2571282005303257,4.998046583100271,-0.9112453790460013,375.9631872469993,380.2397685019339,-2.6563898516547826,1.299188297090765,0.9676258655849784,0.006139570397424374
P00039,TORUS_T2_7,smooth_rankine,-0.5,0.05,1,1,True,0.004644126038901442,-1.3853258631342287,1.3853258631342287,4.535528769356981,-0.4737686877888037,723.1265507841166,445.53634610186384,-2.58875274840607,1.299188297090765,1.066301063699811,0.12301101037084881
P00040,TORUS_T2_7,smooth_rankine,-0.5,0.05,1,2,True,0.006498421154993144,-1.3701360489288579,1.3701360489288579,4.585811249978892,-0.5188411215444544,660.3075640003625,688.2880970248779,1.7638334426001891,1.299188297090765,1.054609291045004,-0.01548009372592665
P00041,TORUS_T2_7,smooth_rankine,-0.5,0.05,1,3,True,0.007088099925712659,-1.3498817819691853,1.3498817819691853,4.654618938566442,-0.5060573603591408,676.9879146251338,763.3884972291665,0.628748571664201,1.299188297090765,1.0390193515381385,-0.03633120689685785
P00042,TORUS_T2_7,smooth_rankine,0.5,0.05,1,1,False,0.0002902996105745855,-0.0592923005837282,0.0592923005837282,105.96966630274258,-0.023485425063963457,nan,nan,nan,1.299188297090765,0.0456379577282983,nan
P00043,TORUS_T2_7,smooth_rankine,0.5,0.05,1,2,True,0.0008888624051755894,-0.06072587095494524,0.06072587095494524,103.46801467600707,0.005343473081845239,64114.61456299277,44471.49952625586,0.2285023560359624,1.299188297090765,0.04674139313825943,-0.01645112040511338
P00044,TORUS_T2_7,smooth_rankine,0.5,0.05,1,3,True,0.0015726962501055966,-0.07412958791820999,0.07412958791820999,84.75947976551636,0.010432501236994011,32839.17339548275,33085.46719594887,-1.2248599872586359,1.299188297090765,0.05705838644344799,-0.003978758099441109
P00045,TORUS_T2_7,smooth_rankine,1.0,0.05,1,1,False,0.0004087941192226137,-0.058219091483836034,0.058219091483836034,107.92310815987315,-0.008158086737899084,41994.493081163484,43611.28106478828,1.5598978680070714,1.299188297090765,0.044811896485062536,nan
P00046,TORUS_T2_7,smooth_rankine,1.0,0.05,1,2,True,0.001048254458242799,-0.06597600042949486,0.06597600042949486,95.23440745539132,0.01099832235503392,31149.725022692157,19071.419145143274,-1.5166559245002555,1.299188297090765,0.05078247747245955,-2.060645175646662e-05
P00047,TORUS_T2_7,smooth_rankine,1.0,0.05,1,3,True,0.0017016355257057638,-0.07420543232018159,0.07420543232018159,84.67284820966879,0.005788781510961101,59182.52682736928,50453.10412033231,-0.7536581980046102,1.299188297090765,0.05711676474176043,0.012853230341416489
P00048,TORUS_T3_4,gaussian,-1.0,0.05,1,1,False,0.0,-0.9769532578873208,0.9769532578873208,6.431408316061189,0.0031608538950876684,nan,nan,nan,1.3207793553866565,0.7396793824062453,nan
