1 0:0:0
2 0:0:1
3 0:0:1
4 0:0:1
5 0:0:1
6 0:0:1
7 0:0:1
8 0:0:1
9 0:0:1
10 0:0:1
11 0:0:1
12 0:0:1
13 0:0:2
14 0:0:2
15 0:0:2
16 0:0:2
17 0:0:2
18 0:0:3
19 0:0:3
20 0:0:3
21 0:0:3
22 0:0:3
23 0:0:3
24 0:0:3
25 0:0:3
26 0:0:3
27 0:0:4
28 0:0:4
29 0:0:4
30 0:0:4
31 0:0:4
32 0:0:4
33 0:0:4
34 0:0:5
35 0:0:5
36 0:0:5
37 0:0:5
38 0:0:5
39 0:0:5
40 0:0:5
41 0:0:5
42 0:0:6
43 0:0:6
44 0:0:6
45 0:0:6
46 0:0:6
47 0:0:6
48 0:0:6
49 0:0:6
50 0:0:7
51 0:0:7
52 0:0:7
53 0:0:7
54 0:0:7
55 0:0:7
56 0:0:7
57 0:0:7
58 0:0:8
59 0:0:8
60 0:0:8
61 0:0:8
62 0:0:8
63 0:0:8
64 0:0:8
65 0:0:8
66 0:0:9
67 0:0:9
68 0:0:9
69 0:0:9
70 0:0:9
71 0:0:9
72 0:0:9
73 0:0:9
74 0:0:10
75 0:0:10
76 0:0:10
77 0:0:10
78 0:0:10
79 0:0:10
80 0:0:10
81 0:0:10
82 0:0:11
83 0:0:11
84 0:0:11
85 0:0:11
86 0:0:11
87 0:0:11
88 0:0:11
89 0:0:11
90 0:0:12
91 0:0:12
92 0:0:12
93 0:0:12
94 0:0:12
95 0:0:12
96 0:0:12
97 0:0:12
98 0:0:13
99 0:0:13
100 0:0:13
101 0:0:13
102 0:0:13
103 0:0:13
104 0:0:13
105 0:0:13
106 0:0:14
107 0:0:14
108 0:0:14
109 0:0:14
110 0:0:14
111 0:0:14
112 0:0:14
113 0:0:14
114 0:0:15
115 0:0:15
116 0:0:15
117 0:0:15
118 0:0:15
119 0:0:16
120 0:0:16
121 0:0:16
122 0:0:16
123 0:0:16
124 0:0:17
125 0:0:17
126 0:0:17
127 0:0:17
128 0:0:17
129 0:0:18
130 0:0:18
131 0:0:18
132 0:0:18
133 0:0:18
134 0:0:18
135 0:0:18
136 0:0:18
137 0:0:18
138 0:0:19
139 0:0:19
140 0:0:19
141 0:0:19
142 0:0:19
143 0:0:19
144 0:0:19
145 0:0:19
146 0:0:20
147 0:0:20
148 0:0:20
149 0:0:20
150 0:0:20
151 0:0:20
152 0:0:20
153 0:0:20
154 0:0:20
155 0:0:21
156 0:0:21
157 0:0:21
158 0:0:21
159 0:0:21
160 0:0:21
161 0:0:21
162 0:0:21
163 0:0:21
164 0:0:22
165 0:0:22
166 0:0:22
167 0:0:22
168 0:0:22
169 0:0:22
170 0:0:22
171 0:0:22
172 0:0:22
173 0:0:23
174 0:0:23
175 0:0:23
176 0:0:23
177 0:0:23
178 0:0:23
179 0:0:23
180 0:0:23
181 0:0:23
182 0:0:24
183 0:0:24
184 0:0:24
185 0:0:24
186 0:0:24
