source,mode,variant,setting,selection_reason,charge,hooke,power,early_E_per_100,E_i01000,E_i10000,original_balance_file,original_sha256,raw_handoff_file,raw_handoff_sha256,canonical_300_file,canonical_300_sha256,orientation_reversed,scale_modified_for_target
BALX_011,all20,K31,QHI,ALL20,25.5,1.0,5.5,0.006425609656635145,0.033513450336091766,0.051703141336434166,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\K31__QHI_i10000.txt,403bc65de2ee0e10fdeaeb54174931cc40e06aed250ddc252856abab02d3f826,prepared/all20/inputs/BALX_011.txt,403bc65de2ee0e10fdeaeb54174931cc40e06aed250ddc252856abab02d3f826,prepared/all20/canonical_300/BALX_011_arclength300.txt,b50f941958c25327a9702e30701122797d550563eeb5db096f31a47d581b2ac7,False,False
BALX_012,all20,K31,QLO,ALL20,21.5,1.0,5.5,0.0027171966302327742,0.02081081108163807,0.0335449481509974,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\K31__QLO_i10000.txt,477b9d7d3c64d3e5b5bc024aaa77394053f0bed6659bb9511e3f91aee5091e8c,prepared/all20/inputs/BALX_012.txt,477b9d7d3c64d3e5b5bc024aaa77394053f0bed6659bb9511e3f91aee5091e8c,prepared/all20/canonical_300/BALX_012_arclength300.txt,8ea0c224d9c899d4bff319653957a0fdbd2ffe20f255a8bae2edb0a21cd13cac,False,False
BALX_013,all20,T23,HLO,ALL20,26.13523205937009,1.05,5.5,0.007032067657402425,0.04352203875739935,0.061324358252262234,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\T23__HLO_i10000.txt,eb41b0ed25298f10309dad9e28c57833301a6601c47f3ebecb69af1dc807b082,prepared/all20/inputs/BALX_013.txt,eb41b0ed25298f10309dad9e28c57833301a6601c47f3ebecb69af1dc807b082,prepared/all20/canonical_300/BALX_013_arclength300.txt,e30155945c8b7b7cbcb0ea308f47af9981634c713f0b9c373144528d8dd3c7bc,False,False
BALX_014,all20,K31,HHI,ALL20,26.13523205937009,1.3,5.5,0.0023286432227639458,0.018574321536344307,0.02653774362461947,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\K31__HHI_i10000.txt,a4687608f5a10187c3aa5955c4161dc104bfb089b58ddd5e70b7d3a30a3783f0,prepared/all20/inputs/BALX_014.txt,a4687608f5a10187c3aa5955c4161dc104bfb089b58ddd5e70b7d3a30a3783f0,prepared/all20/canonical_300/BALX_014_arclength300.txt,6d75a3a9a620dab98176612b42f7fa7841a9e7b901c95c71ecaa2ae6d90a4304,False,False
BALX_015,all20,T23,R100,ALL20,37.27046411874018,1.3563655804274017,6.0,0.003453301094633393,0.019859336622885526,0.027035590635068996,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\T23__R100_i10000.txt,a4a4aa9a83efb1180e8600acf172fafad4960e398069a3247e4b37f218de65c8,prepared/all20/inputs/BALX_015.txt,a4a4aa9a83efb1180e8600acf172fafad4960e398069a3247e4b37f218de65c8,prepared/all20/canonical_300/BALX_015_arclength300.txt,2a7caa07c42ecd1c4cba144c98a59b59d80bed71f0bec1977e39f84b36439793,False,False
BALX_016,all20,K31,QCEN,ALL20,23.54,1.0,5.5,0.0044212679832559,0.027520769274973045,0.04318401264407301,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\K31__QCEN_i10000.txt,4199b9e772d79a0e242149cf43f2c080a56bb0b65022e0617dd6e14b187b9150,prepared/all20/inputs/BALX_016.txt,4199b9e772d79a0e242149cf43f2c080a56bb0b65022e0617dd6e14b187b9150,prepared/all20/canonical_300/BALX_016_arclength300.txt,65a2ea936c7bc89d37e8a48c27a001cc310f6af7b3fae44772bbfbec6496f147,False,False
BALX_017,all20,T23,R75,ALL20,31.702848089055138,1.2672741853205514,5.75,0.00489320864406394,0.02867719928927237,0.03922834075311521,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\T23__R75_i10000.txt,3293c8ba1ef9d9b827b05921aaaea3d1a96276d2f97fd650f16bc9914e73b7c0,prepared/all20/inputs/BALX_017.txt,3293c8ba1ef9d9b827b05921aaaea3d1a96276d2f97fd650f16bc9914e73b7c0,prepared/all20/canonical_300/BALX_017_arclength300.txt,f32916d3d94ad845765594c2536d5fce4df8d6046338f3186483c091c03b12f6,False,False
BALX_018,all20,T23,QLO,ALL20,21.5,1.0,5.5,0.004681226612894776,0.03036921098520695,0.04625730172561959,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\T23__QLO_i10000.txt,99cec4dafbbf5dc4265c7f61901b7e3ae5b3ad7269abb91be0ef3e34fe7c89b7,prepared/all20/inputs/BALX_018.txt,99cec4dafbbf5dc4265c7f61901b7e3ae5b3ad7269abb91be0ef3e34fe7c89b7,prepared/all20/canonical_300/BALX_018_arclength300.txt,bdf7bb668ed592e31fc2ad7d59ec46714c3a000a2f48278c04e590c665e605ff,False,False
BALX_019,all20,T23,QHI,ALL20,25.5,1.0,5.5,0.007082086125644288,0.04456444451734043,0.063693650399962,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\T23__QHI_i10000.txt,86d693993ef4530ad203db32b71938f0c853db4d2f0536d07e1f2d0a27c90103,prepared/all20/inputs/BALX_019.txt,86d693993ef4530ad203db32b71938f0c853db4d2f0536d07e1f2d0a27c90103,prepared/all20/canonical_300/BALX_019_arclength300.txt,775704592b92638646e8bd2b501d8b4c70e483331a322bb8fb378f1d70af1ed6,False,False
BALX_020,all20,K31,R25,ALL20,20.567616029685045,1.0890913951068504,5.25,0.004617545006218281,0.02924981233590418,0.044449331124869595,C:\workspace\projects\SST-Workbench\KnotPlot\Trefoil_Balance_Point_Campaign_v0.1.0\out\K31__R25_i10000.txt,83766d47162c18b72a8010aa34f4e29f4a1ff23e26f17eb96f3d2f866cb1aad6,prepared/all20/inputs/BALX_020.txt,83766d47162c18b72a8010aa34f4e29f4a1ff23e26f17eb96f3d2f866cb1aad6,prepared/all20/canonical_300/BALX_020_arclength300.txt,dcee5132cf09bb2a0b481526dc5e20476bb8c63ce1c2430945658f682c2243fc,False,False
