1 0:0:0
2 0:0:0
3 0:0:0
4 0:0:0
5 0:0:1
6 0:0:1
7 0:0:1
8 0:0:1
9 0:0:1
10 0:0:1
11 0:0:1
12 0:0:1
13 0:0:1
14 0:0:1
15 0:0:1
16 0:0:1
17 0:0:1
18 0:0:2
19 0:0:2
20 0:0:2
21 0:0:2
22 0:0:2
23 0:0:2
24 0:0:2
25 0:0:2
26 0:0:2
27 0:0:2
28 0:0:2
29 0:0:2
30 0:0:2
31 0:0:3
32 0:0:3
33 0:0:3
34 0:0:3
35 0:0:3
36 0:0:3
37 0:0:3
38 0:0:3
39 0:0:3
40 0:0:3
41 0:0:3
42 0:0:3
43 0:0:4
44 0:0:4
45 0:0:4
46 0:0:4
47 0:0:4
48 0:0:4
49 0:0:4
50 0:0:4
51 0:0:4
52 0:0:5
53 0:0:5
54 0:0:5
55 0:0:5
56 0:0:5
57 0:0:5
58 0:0:5
59 0:0:5
60 0:0:6
61 0:0:6
62 0:0:6
63 0:0:6
64 0:0:6
65 0:0:6
66 0:0:6
67 0:0:6
68 0:0:6
69 0:0:7
70 0:0:7
71 0:0:7
72 0:0:7
73 0:0:7
74 0:0:7
75 0:0:7
76 0:0:7
77 0:0:7
78 0:0:7
79 0:0:8
80 0:0:8
81 0:0:8
82 0:0:8
83 0:0:8
84 0:0:8
85 0:0:8
86 0:0:8
87 0:0:8
88 0:0:8
89 0:0:8
90 0:0:9
91 0:0:9
92 0:0:9
93 0:0:9
94 0:0:9
95 0:0:9
96 0:0:9
97 0:0:9
98 0:0:9
99 0:0:9
100 0:0:9
101 0:0:9
102 0:0:9
103 0:0:10
104 0:0:10
105 0:0:10
106 0:0:10
107 0:0:10
108 0:0:10
109 0:0:10
110 0:0:10
111 0:0:10
112 0:0:10
113 0:0:10
114 0:0:11
115 0:0:11
116 0:0:11
117 0:0:11
118 0:0:11
119 0:0:11
120 0:0:11
121 0:0:11
122 0:0:12
123 0:0:12
124 0:0:12
125 0:0:12
126 0:0:12
127 0:0:12
128 0:0:12
129 0:0:12
130 0:0:12
131 0:0:13
132 0:0:13
133 0:0:13
134 0:0:13
