pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_0A216D98562F,CAND_3BBA40D44FA00374,geometry/CAND_3BBA40D44FA00374.npz,CAND_BC642B6DD63B924E,geometry/CAND_BC642B6DD63B924E.npz
PAIR_A04F28F94A3C,CAND_8B0BC939FE754185,geometry/CAND_8B0BC939FE754185.npz,CAND_F7341D6FB81A1800,geometry/CAND_F7341D6FB81A1800.npz
PAIR_C6B2F00769D8,CAND_1EFD74C47DAEF5F8,geometry/CAND_1EFD74C47DAEF5F8.npz,CAND_42EA61DF6A3E14B6,geometry/CAND_42EA61DF6A3E14B6.npz
PAIR_28BE8D6CF53D,CAND_0C788B8411553E0D,geometry/CAND_0C788B8411553E0D.npz,CAND_12333E829CFBB676,geometry/CAND_12333E829CFBB676.npz
PAIR_4CDA32EB9BAB,CAND_FDB40D83521E9FF7,geometry/CAND_FDB40D83521E9FF7.npz,CAND_6E4973894BC2C9C1,geometry/CAND_6E4973894BC2C9C1.npz
PAIR_839A8EDFFD8C,CAND_26C7FD72E7894905,geometry/CAND_26C7FD72E7894905.npz,CAND_CBBE18828CE88136,geometry/CAND_CBBE18828CE88136.npz
PAIR_5B904114C7F9,CAND_67BC51754E6473F8,geometry/CAND_67BC51754E6473F8.npz,CAND_04CEB1E36431574A,geometry/CAND_04CEB1E36431574A.npz
PAIR_314B1CEDD974,CAND_EDFF6073277B969C,geometry/CAND_EDFF6073277B969C.npz,CAND_E3BF1BE74FA3F60F,geometry/CAND_E3BF1BE74FA3F60F.npz
PAIR_2320EE2CBD79,CAND_E9770AB4DF46926E,geometry/CAND_E9770AB4DF46926E.npz,CAND_2D97FEA4BEC087CC,geometry/CAND_2D97FEA4BEC087CC.npz
PAIR_A9CDF3D878A9,CAND_89529D496024C832,geometry/CAND_89529D496024C832.npz,CAND_2498F2F718FFE644,geometry/CAND_2498F2F718FFE644.npz
PAIR_B4104CB3C90F,CAND_6E4973894BC2C9C1,geometry/CAND_6E4973894BC2C9C1.npz,CAND_5641598AE2C65B12,geometry/CAND_5641598AE2C65B12.npz
PAIR_26805F5B9A20,CAND_9CC329B64E3AFC6F,geometry/CAND_9CC329B64E3AFC6F.npz,CAND_52C58A874554C568,geometry/CAND_52C58A874554C568.npz
PAIR_86751BE0D6AC,CAND_9CCDCA33B26D64DB,geometry/CAND_9CCDCA33B26D64DB.npz,CAND_6CFFAF38DD5DF0D3,geometry/CAND_6CFFAF38DD5DF0D3.npz
PAIR_CB3C37C378F5,CAND_B106A93CBEDCABE1,geometry/CAND_B106A93CBEDCABE1.npz,CAND_C674E27C37B9375E,geometry/CAND_C674E27C37B9375E.npz
PAIR_003FDAB411E8,CAND_6D5378927E5BC59D,geometry/CAND_6D5378927E5BC59D.npz,CAND_CBD7E907B86DD13C,geometry/CAND_CBD7E907B86DD13C.npz
PAIR_C9BB96E55764,CAND_2498F2F718FFE644,geometry/CAND_2498F2F718FFE644.npz,CAND_6ED1A300E3301C7F,geometry/CAND_6ED1A300E3301C7F.npz
