pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_F553D8E4C6E8,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_82A1C82C664B10BC,-3.0,-3.0,total_beta,1.0,1,0.0,discovery_stability
PAIR_470024B6A46C,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_5A0C76D269557D89,-2.5,-2.5,total_beta,1.0,1,0.0,discovery_stability
PAIR_8F4625EDB77B,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_DB2989DADDF295E5,-2.0,-2.0,total_beta,1.0,1,0.0,discovery_stability
PAIR_E93B294BE086,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_4F71C6822EC9AE0E,-1.5,-1.5,total_beta,1.0,1,0.0,discovery_stability
PAIR_8EF92158B059,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_5E86FD1BDC81FF4D,-1.0,-1.0,total_beta,1.0,1,0.0,discovery_stability
PAIR_FAFB3BEF4A30,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_07FD2F71A7B24E65,-0.5,-0.5,total_beta,1.0,1,0.0,discovery_stability
PAIR_9D737E7922F6,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_7B2E3E8D9B882E47,-0.25,-0.25,total_beta,1.0,1,0.0,discovery_stability
PAIR_E6E3A8F8E220,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_8AE08C3EEC965696,0.25,0.25,total_beta,1.0,1,0.0,discovery_stability
PAIR_6171E5E8136F,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_D6C43EAA1EA4CAAC,0.5,0.5,total_beta,1.0,1,0.0,discovery_stability
PAIR_63F49CE8B7AF,TORUS_T2_3,torus,CAND_3BBA40D44FA00374,CAND_19107C7B2CF8551F,1.0,1.0,total_beta,1.0,1,0.0,discovery_stability
